"Family","Genus","Species","Taxon","Common Name","Native Status","effectm partm of this plant.","Lifeform","Duration","July High Temp","Dec Low Temp","Temp Range","Lower Elevation","Upper Elevation","Start Bloom Month","End Bloom Month","Calrecnum"
"ASTERACEAE","Taraxacum","officinale","Taraxacum officinale","Red seeded dandelion","non-native","","Perennial herb","Perennial","96","8","65","0","3340","2","3","7922"
"TARGIONIACEAE","Targionia","hypophylla","Targionia hypophylla","","native","","Liverwort","Perennial","100","32","62","120","930","","","12922"
"APIACEAE","Tauschia","arguta","Tauschia arguta","Southern tauschia","native","","Perennial herb","Perennial","96","30","59","55","1980","2","5","7923"
"APIACEAE","Tauschia","hartwegii","Tauschia hartwegii","Hartweg's umbrellawort","native","","Perennial herb","Perennial","96","30","60","0","1840","3","6","7925"
"APIACEAE","Tauschia","parishii","Tauschia parishii","Parish's tauschia","native","","Perennial herb","Perennial","95","18","63","1160","2710","5","7","7928"
"TAXACEAE","Taxus","baccata","Taxus baccata","English yew","non-native","Do not eat any part (esp. the seed) of this plant.","Tree","Perennial","69","44","27","","","","","12924"
"BIGNONIACEAE","Tecoma","capensis","Tecoma capensis","Cape honeysuckle","non-native","","Vine, Shrub","Perennial","93","38","54","10","2280","","","9419"
"AIZOACEAE","Tetragonia","tetragonoides","Tetragonia tetragonoides","New zealand spinach","non-native","","Annual herb","Annual","83","40","38","0","970","","","13131"
"ONAGRACEAE","Tetrapteron","graciliflorum","Tetrapteron graciliflorum","Hill sun cup","native","","Annual herb","Annual","96","30","62","70","2280","3","4","12088"
"ONAGRACEAE","Tetrapteron","palmeri","Tetrapteron palmeri","Palmer's sun cup","native","","Annual herb","Annual","100","30","69","450","2290","4","5","12089"
"CALICIACEAE","Texosporium","sancti-jacobi","Texosporium sancti-jacobi","Woven-spored lichen","rare","","Lichen","Perennial","","","","","","","","13110"
"RANUNCULACEAE","Thalictrum","fendleri","Thalictrum fendleri","Fendler's meadow rue","native","","Perennial herb","Perennial","94","10","61","0","3160","4","7","7949"
"RANUNCULACEAE","Thalictrum","fendleri","Thalictrum fendleri var. fendleri","Fendler's meadow rue","native","","Perennial herb","Perennial","88","14","62","45","2900","4","7","7950"
"RANUNCULACEAE","Thalictrum","fendleri","Thalictrum fendleri var. polycarpum","Torrey's meadow rue","native","","Perennial herb","Perennial","93","28","59","0","2380","4","5","7951"
"FABACEAE","Thermopsis","californica","Thermopsis californica","California goldenbanner","native","","Perennial herb","Perennial","93","22","63","5","2440","4","10","10419"
"FABACEAE","Thermopsis","californica","Thermopsis californica var. argentata","Silvery false lupine","native","","Perennial herb (rhizomatous)","Perennial","94","22","65","420","2530","4","10","8992"
"FABACEAE","Thermopsis","californica","Thermopsis californica var. californica","California goldenbanner","native","","Perennial herb (rhizomatous)","Perennial","89","38","51","70","1100","4","10","9256"
"FABACEAE","Thermopsis","macrophylla","Thermopsis macrophylla","Santa Ynez false lupine","rare","","Perennial herb","Perennial","84","30","51","80","1390","4","6","7971"
"BRASSICACEAE","Thysanocarpus","conchuliferus","Thysanocarpus conchuliferus","Santacruz island lacepod","rare","","Annual herb","Annual","","","","","","3","4","7983"
"BRASSICACEAE","Thysanocarpus","curvipes","Thysanocarpus curvipes","Common fringe pod","native","","Annual herb","Annual","101","20","63","0","2280","2","4","7984"
"BRASSICACEAE","Thysanocarpus","curvipes","Thysanocarpus curvipes ssp. amplectens","Common fringe pod","native","","Annual herb","Annual","89","42","44","0","2280","2","4","13166"
"BRASSICACEAE","Thysanocarpus","curvipes","Thysanocarpus curvipes ssp. curvipes","Fringe Pod","native","","Annual herb","Annual","96","28","61","25","1960","","","13167"
"BRASSICACEAE","Thysanocarpus","curvipes","Thysanocarpus curvipes ssp. elegans","Fringe Pod","native","","Annual herb","Annual","95","34","58","90","1240","","","13168"
"BRASSICACEAE","Thysanocarpus","desertorum","Thysanocarpus desertorum","Narrow leaved lacepod","native","","Annual herb","Annual","102","24","65","970","2290","3","5","13171"
"BRASSICACEAE","Thysanocarpus","laciniatus","Thysanocarpus laciniatus","Narrow leaved lacepod","native","","Annual herb","Annual","95","28","62","5","2410","3","5","7985"
"POTTIACEAE","Timmiella","anomala","Timmiella anomala","Timmiella moss","native","","Moss","Perennial","97","32","61","","","","","12935"
"POTTIACEAE","Timmiella","crassinervis","Timmiella crassinervis","Timmiella moss","native","","Moss","Perennial","","","","","","","","12936"
"FABACEAE","Tipuana","tipu","Tipuana tipu","Tipa","non-native","","Tree","Perennial","91","42","49","220","350","","","9434"
"APIACEAE","Torilis","arvensis","Torilis arvensis","Field hedge parsley","non-native invasive","","Annual herb","Annual","98","26","62","0","2000","5","8","8004"
"APIACEAE","Torilis","nodosa","Torilis nodosa","Wild parsley","non-native","","Annual herb","Annual","96","30","59","5","1980","4","6","8007"
"POTTIACEAE","Tortula","atrovirens","Tortula atrovirens","","native","","Moss","Perennial","94","36","58","180","210","","","14239"
"POTTIACEAE","Tortula","bolanderi","Tortula bolanderi","","native","","Moss","Perennial","","","","","","","","14240"
"POTTIACEAE","Tortula","brevipes","Tortula brevipes","","native","","Moss","Perennial","92","32","58","170","200","","","14241"
"POTTIACEAE","Tortula","brevissima","Tortula brevissima","","native","","Moss","Perennial","","","","","","","","14242"
"POTTIACEAE","Tortula","californica","Tortula californica","California tortula moss","rare","","Moss","Perennial","78","50","28","280","330","","","8848"
"POTTIACEAE","Tortula","guepinii","Tortula guepinii","","native","","Moss","Perennial","94","38","60","","","","","14243"
"POTTIACEAE","Tortula","inermis","Tortula inermis","","native","","Moss","Perennial","99","30","62","120","190","","","14245"
"POTTIACEAE","Tortula","muralis","Tortula muralis","","native","","Moss","Perennial","96","36","58","150","400","","","14249"
"POTTIACEAE","Tortula","obtusifolia","Tortula obtusifolia","","native","","Moss","Perennial","","","","","","","","14251"
"POTTIACEAE","Tortula","plinthobia","Tortula plinthobia","","native","","Moss","Perennial","","","","","","","","14252"
"POTTIACEAE","Tortula","protobryoides","Tortula protobryoides","","native","","Moss","Perennial","","","","","","","","14253"
"ANACARDIACEAE","Toxicodendron","diversilobum","Toxicodendron diversilobum","Poison oak","native","Severe skin irritation from touching any part of this plant.","Vine, Shrub","Perennial","97","28","61","0","2260","3","6","8015"
"MELANTHIACEAE","Toxicoscordion","brevibracteatum","Toxicoscordion brevibracteatum","Desert death camas","native","Do not eat any part of this plant.","Perennial herb","Perennial","99","28","68","35","2480","4","5","11100"
"MELANTHIACEAE","Toxicoscordion","fremontii","Toxicoscordion fremontii","Fremont's star lily","native","Do not eat any part of this plant.","Perennial herb","Perennial","94","30","60","0","2170","3","5","11103"
"MELANTHIACEAE","Toxicoscordion","venenosum","Toxicoscordion venenosum","Meadow deathcamas","native","Do not eat any part of this plant.","Perennial herb","Perennial","95","14","66","25","2740","5","7","11107"
"MELANTHIACEAE","Toxicoscordion","venenosum","Toxicoscordion venenosum var. venenosum","Meadow deathcamas","native","Do not eat any part of this plant.","Perennial herb","Perennial","94","16","63","65","2740","5","7","11106"
"APOCYNACEAE","Trachelospermum","jasminoides","Trachelospermum jasminoides","Confederate jasmine","non-native","","Perennial herb","Perennial","90","42","45","0","570","","","12941"
"COMMELINACEAE","Tradescantia","fluminensis","Tradescantia fluminensis","Small leaf spiderwort","non-native","","Perennial herb","Perennial","87","38","44","0","1260","4","7","8017"
"ASTERACEAE","Tragopogon","dubius","Tragopogon dubius","Goat's beard","non-native","","Perennial herb","Perennial","96","14","68","15","3040","4","5","8019"
"ASTERACEAE","Tragopogon","porrifolius","Tragopogon porrifolius","Salsify","non-native","","Perennial herb","Perennial","93","20","60","0","1460","4","5","8020"
"ZYGOPHYLLACEAE","Tribulus","terrestris","Tribulus terrestris","Puncture vine","non-native invasive","","Annual herb","Annual","110","20","72","-64","2270","6","10","8024"
"LAMIACEAE","Trichostema","austromontanum","Trichostema austromontanum","Southern bluecurls","native","","Annual herb","Annual","90","14","65","1490","2660","7","9","8028"
"LAMIACEAE","Trichostema","lanatum","Trichostema lanatum","Woolly bluecurls","native","","Shrub","Perennial","94","32","60","0","2100","3","6","8031"
"LAMIACEAE","Trichostema","lanceolatum","Trichostema lanceolatum","Vinegarweed","native","","Annual herb","Annual","98","28","62","5","2260","8","10","8032"
"LAMIACEAE","Trichostema","ovatum","Trichostema ovatum","San joaquin bluecurls","rare","","Annual herb","Annual","97","32","63","90","1120","7","10","8036"
"FABACEAE","Trifolium","albopurpureum","Trifolium albopurpureum","Indian clover","native","","Annual herb","Annual","96","30","61","5","2310","3","6","8043"
"FABACEAE","Trifolium","angustifolium","Trifolium angustifolium","Narrow leaved clover","non-native","","Annual herb","Annual","90","36","54","0","670","4","5","8051"
"FABACEAE","Trifolium","appendiculatum","Trifolium appendiculatum","Large variegated clover","native","","Annual herb","Annual","97","16","63","","","4","7","14778"
"FABACEAE","Trifolium","arvense","Trifolium arvense","Rabbitfoot clover","non-native","","Annual herb","Annual","92","30","60","0","900","7","7","8052"
"FABACEAE","Trifolium","barbigerum","Trifolium barbigerum","Bearded clover","native","","Annual herb","Annual","92","36","55","0","890","2","5","8054"
"FABACEAE","Trifolium","bifidum","Trifolium bifidum","Notch leaf clover","native","","Annual herb","Annual","94","32","60","0","1200","4","6","8058"
"FABACEAE","Trifolium","bifidum","Trifolium bifidum var. decipiens","Notch leaf clover","native","","Annual herb","Annual","93","34","59","5","1130","4","6","8060"
"FABACEAE","Trifolium","campestre","Trifolium campestre","Hop clover","non-native","","Annual herb","Annual","96","28","60","0","1440","4","6","8064"
"FABACEAE","Trifolium","ciliolatum","Trifolium ciliolatum","Tree clover","native","","Annual herb","Annual","98","30","62","0","1940","4","5","8065"
"FABACEAE","Trifolium","columbinum","Trifolium columbinum","Olive clover","native","","Annual herb","Annual","94","36","57","120","980","4","5","13577"
"FABACEAE","Trifolium","cyathiferum","Trifolium cyathiferum","Cup clover","native","","Annual herb","Annual","92","14","64","80","2710","5","8","8066"
"FABACEAE","Trifolium","depauperatum","Trifolium depauperatum","Dwarf sack clover","native","","Annual herb","Annual","96","32","61","0","1300","2","5","8067"
"FABACEAE","Trifolium","depauperatum","Trifolium depauperatum var. amplectens","Pale sack clover","native","","Annual herb","Annual","94","34","60","0","1040","2","5","8068"
"FABACEAE","Trifolium","depauperatum","Trifolium depauperatum var. depauperatum","Dwarf bladder clover","native","","Annual herb","Annual","96","32","62","45","750","2","5","8069"
"FABACEAE","Trifolium","depauperatum","Trifolium depauperatum var. truncatum","Dwarf sack clover","native","","Annual herb","Annual","95","32","59","0","1220","2","5","8071"
"FABACEAE","Trifolium","dichotomum","Trifolium dichotomum","Branched indian clover","native","","Annual herb","Annual","92","34","55","5","2410","3","5","12099"
"FABACEAE","Trifolium","dubium","Trifolium dubium","Shamrock","non-native","","Annual herb","Annual","96","26","60","0","1850","4","6","8072"
"FABACEAE","Trifolium","fragiferum","Trifolium fragiferum","Strawberry clover","non-native","","Perennial herb","Perennial","94","26","62","0","1620","5","6","8074"
"FABACEAE","Trifolium","fucatum","Trifolium fucatum","Bull clover","native","","Annual herb","Annual","94","34","58","0","1500","4","6","8075"
"FABACEAE","Trifolium","gracilentum","Trifolium gracilentum","Pin point clover","native","","Annual herb","Annual","96","30","61","0","2440","4","6","8077"
"FABACEAE","Trifolium","hirtum","Trifolium hirtum","Rose clover","non-native invasive","","Annual herb","Annual","97","30","60","0","1850","2","3","8081"
"FABACEAE","Trifolium","hybridum","Trifolium hybridum","Alsike clover","non-native","","Perennial herb","Perennial","94","18","63","0","2270","5","6","8083"
"FABACEAE","Trifolium","incarnatum","Trifolium incarnatum","Crimson clover","non-native","","Annual herb","Annual","94","32","58","0","1360","2","4","8084"
"FABACEAE","Trifolium","macraei","Trifolium macraei","Macrae's clover","native","","Annual herb","Annual","86","38","47","0","540","3","5","8094"
"FABACEAE","Trifolium","microcephalum","Trifolium microcephalum","Small head clover","native","","Annual herb","Annual","98","22","61","0","2350","4","6","8096"
"FABACEAE","Trifolium","microdon","Trifolium microdon","Valparaiso clover","native","","Annual herb","Annual","94","34","56","0","850","4","6","8097"
"FABACEAE","Trifolium","obtusiflorum","Trifolium obtusiflorum","Creek clover","native","","Annual herb","Annual","98","28","62","85","2260","4","7","8101"
"FABACEAE","Trifolium","oliganthum","Trifolium oliganthum","Few flowered clover","native","","Annual herb","Annual","95","22","60","0","2070","4","5","8102"
"FABACEAE","Trifolium","palmeri","Trifolium palmeri","Southern island clover","rare","","Annual herb","Annual","84","48","34","15","370","3","5","11204"
"FABACEAE","Trifolium","pratense","Trifolium pratense","Red clover","non-native","","Perennial herb","Perennial","93","16","63","0","2200","5","6","8104"
"FABACEAE","Trifolium","repens","Trifolium repens","White clover","non-native","","Perennial herb","Perennial","96","10","63","0","2630","6","8","8105"
"FABACEAE","Trifolium","subterraneum","Trifolium subterraneum","Subterranean clover","non-native","","Annual herb","Annual","96","34","58","0","1000","1","2","8106"
"FABACEAE","Trifolium","tomentosum","Trifolium tomentosum","Woolly clover","non-native","","Annual herb","Annual","94","36","56","0","680","4","6","8586"
"FABACEAE","Trifolium","variegatum","Trifolium variegatum","Variegated clover","native","","Annual herb","Annual","97","16","63","0","2390","3","7","8108"
"FABACEAE","Trifolium","variegatum","Trifolium variegatum var. variegatum","Variegated clover","native","","Annual herb","Annual","94","20","59","25","2370","3","7","12116"
"FABACEAE","Trifolium","willdenovii","Trifolium willdenovii","Tomcat clover","native","","Annual herb","Annual","98","26","61","0","2310","4","5","8109"
"FABACEAE","Trifolium","wormskioldii","Trifolium wormskioldii","Cow clover","native","","Perennial herb","Perennial","94","12","66","0","3000","5","6","8110"
