Family,Genus,Species,Taxon,Common Name,Native Status,effectm partm of this plant.,Lifeform,Duration,July High Temp,Dec Low Temp,Temp Range,Lower Elevation,Upper Elevation,Start Bloom Month,End Bloom Month,Calrecnum,Toxic parts,Toxic part 1,Toxic part 2,Toxic part 3,Toxins,Toxin 1,Toxin 2
RANUNCULACEAE,Ranunculus,hebecarpus,Ranunculus hebecarpus,Pubescent fruited buttercup,native,Do not eat any part of this plant.,Annual herb,Annual,96,30,60,10,1830,3,5,7044,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,muricatus,Ranunculus muricatus,Buttercup,non-native,Do not eat any part of this plant.,"Annual, Perennial herb",Annual,96,26,59,0,2020,3,5,7048,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,repens,Ranunculus repens,"Crowfoot, creeping buttercup",non-native invasive,Do not eat any part of this plant.,Perennial herb,Perennial,88,28,57,0,1940,4,5,7056,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,sceleratus,Ranunculus sceleratus,Cursed crowfoot,native,Do not eat any part of this plant.,Annual herb (aquatic),Annual,96,28,62,45,1450,5,6,7059,NA,NA,NA,NA,NA,NA,NA
RANUNCULACEAE,Ranunculus,sceleratus,Ranunculus sceleratus var. sceleratus,Cursed buttercup,native,Do not eat any part of this plant.,Annual herb (aquatic),Annual,94,34,59,NA,NA,5,6,11983,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Raphanus,raphanistrum,Raphanus raphanistrum,Jointed charlock,non-native,Do not eat any part of this plant.,"Annual, Perennial herb",Annual,96,36,59,0,1770,12,7,7063,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Raphanus,sativus,Raphanus sativus,Jointed charlock,non-native invasive,Do not eat the leaf of this plant.,"Annual, Biennial herb",Annual,95,32,58,-1,2290,2,7,7064,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Rapistrum,rugosum,Rapistrum rugosum,"Common giant mustard, turnipweed",non-native,NA,"Annual, Perennial herb",Annual,86,44,39,0,430,4,7,7065,NA,NA,NA,NA,NA,NA,NA
RESEDACEAE,Reseda,alba,Reseda alba,White mignonette,non-native,NA,Perennial herb,Perennial,78,30,49,NA,NA,5,11,7066,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Rhamnus,crocea,Rhamnus crocea,Redberry,native,NA,Shrub,Perennial,96,30,62,0,2020,2,3,7075,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Rhamnus,ilicifolia,Rhamnus ilicifolia,Evergreen buckthorn,native,NA,Shrub,Perennial,98,26,62,0,2440,4,6,7076,NA,NA,NA,NA,NA,NA,NA
RHAMNACEAE,Rhamnus,pirifolia,Rhamnus pirifolia,Island redberry,rare,NA,"Tree, Shrub",Perennial,81,44,33,0,400,2,7,7078,NA,NA,NA,NA,NA,NA,NA
ASTERACEAE,Rhaponticum,repens,Rhaponticum repens,Russian knapweed,non-native invasive,NA,Perennial herb,Perennial,96,16,71,0,2230,5,9,13621,NA,NA,NA,NA,NA,NA,NA
POLYGALACEAE,Rhinotropis,californica,Rhinotropis californica,California Milkwort,native,NA,Perennial herb,Perennial,92,32,57,0,1060,4,7,14636,NA,NA,NA,NA,NA,NA,NA
POLYGALACEAE,Rhinotropis,cornuta,Rhinotropis cornuta,NA,native,NA,NA,NA,94,26,60,65,2030,NA,NA,14637,NA,NA,NA,NA,NA,NA,NA
POLYGALACEAE,Rhinotropis,cornuta,Rhinotropis cornuta var. fishiae,Fish's Milkwort,native,NA,Shrub,Perennial,91,34,51,55,1020,5,8,14639,NA,NA,NA,NA,NA,NA,NA
ANACARDIACEAE,Rhus,aromatica,Rhus aromatica,Fragrant sumac,native,NA,Shrub,Perennial,97,24,64,0,2310,3,5,11056,NA,NA,NA,NA,NA,NA,NA
ANACARDIACEAE,Rhus,integrifolia,Rhus integrifolia,Lemonade berry,native,NA,Shrub,Perennial,90,38,48,0,1420,2,5,7090,NA,NA,NA,NA,NA,NA,NA
ANACARDIACEAE,Rhus,ovata,Rhus ovata,Sugar bush,native,NA,Shrub,Perennial,101,30,63,0,1990,4,5,7091,NA,NA,NA,NA,NA,NA,NA
HYLOCOMIACEAE,Rhytidiadelphus,loreus,Rhytidiadelphus loreus,NA,native,NA,Moss,Perennial,NA,NA,NA,NA,NA,NA,NA,14146,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,amarum,Ribes amarum,Bitter gooseberry,native,NA,Shrub,Perennial,93,16,58,35,2200,3,6,7099,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,amarum,Ribes amarum var. hoffmannii,Bitter gooseberry,rare,NA,Shrub,Perennial,83,42,40,0,820,3,4,7101,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,aureum,Ribes aureum,Golden currant,native,NA,Shrub,Perennial,95,16,66,0,2350,4,5,7102,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,aureum,Ribes aureum var. gracillimum,Golden currant,native,NA,Shrub,Perennial,92,32,57,85,1930,2,4,7104,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,californicum,Ribes californicum,California gooseberry,native,NA,Shrub,Perennial,94,30,60,0,2280,1,3,7107,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,californicum,Ribes californicum var. californicum,California gooseberry,native,NA,Shrub,Perennial,94,34,60,0,1590,2,3,7108,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,californicum,Ribes californicum var. hesperium,California gooseberry,native,NA,Shrub,Perennial,91,40,48,110,1710,1,3,7109,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,cereum,Ribes cereum,Wax currant,native,NA,Shrub,Perennial,92,12,65,460,3580,6,7,7111,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,cereum,Ribes cereum var. cereum,Wax currant,native,NA,Shrub,Perennial,91,12,64,190,3520,6,7,7112,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,divaricatum,Ribes divaricatum,Spreading gooseberry,native,NA,Shrub,Perennial,89,10,59,0,2860,3,5,7114,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,divaricatum,Ribes divaricatum var. pubiflorum,Spreading gooseberry,native,NA,Shrub,Perennial,83,36,46,0,1430,3,5,7117,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,indecorum,Ribes indecorum,White flowering currant,native,NA,Shrub,Perennial,97,30,58,45,1910,1,2,7119,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,malvaceum,Ribes malvaceum,Chaparral currant,native,NA,Shrub,Perennial,96,30,63,0,2280,12,3,7127,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,malvaceum,Ribes malvaceum var. malvaceum,Chaparral currant,native,NA,Shrub,Perennial,94,34,56,35,1820,12,3,7128,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,malvaceum,Ribes malvaceum var. viridifolium,Chaparral currant,native,NA,Shrub,Perennial,91,30,55,55,2280,12,3,7129,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,menziesii,Ribes menziesii,Gooseberry,native,NA,Shrub,Perennial,89,34,52,0,1930,1,3,7131,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,menziesii,Ribes menziesii var. menziesii,Canyon gooseberry,native,NA,Shrub,Perennial,84,38,43,0,1040,1,3,10307,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,quercetorum,Ribes quercetorum,Oak gooseberry,native,NA,Shrub,Perennial,97,28,63,210,2260,2,3,7136,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,roezlii,Ribes roezlii,Sierra gooseberry,native,NA,Shrub,Perennial,94,18,63,0,2490,2,6,7137,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,roezlii,Ribes roezlii var. roezlii,Sierra gooseberry,native,NA,Shrub,Perennial,93,18,63,200,2470,2,6,7140,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,sanguineum,Ribes sanguineum,Flowering currant,native,NA,Shrub,Perennial,87,26,58,0,1830,1,5,7141,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,sanguineum,Ribes sanguineum var. glutinosum,Flowering currant,native,NA,Shrub,Perennial,85,36,47,0,680,1,3,7142,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,speciosum,Ribes speciosum,Fuchsia flowered gooseberry,native,NA,Shrub,Perennial,91,34,51,0,2140,1,5,7145,NA,NA,NA,NA,NA,NA,NA
GROSSULARIACEAE,Ribes,thacherianum,Ribes thacherianum,Santa cruz island gooseberry,rare,NA,Shrub,Perennial,NA,NA,NA,NA,NA,2,6,7146,NA,NA,NA,NA,NA,NA,NA
ANEURACEAE,Riccardia,chamedryfolia,Riccardia chamedryfolia,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14346,NA,NA,NA,NA,NA,NA,NA
RICCIACEAE,Riccia,glauca,Riccia glauca,NA,native,NA,Liverwort,Perennial,NA,NA,NA,NA,NA,NA,NA,14487,NA,NA,NA,NA,NA,NA,NA
RICCIACEAE,Riccia,lamellosa,Riccia lamellosa,NA,native,NA,Liverwort,Perennial,86,42,41,290,520,NA,NA,14351,NA,NA,NA,NA,NA,NA,NA
RICCIACEAE,Riccia,nigrella,Riccia nigrella,NA,native,NA,Liverwort,Perennial,102,32,62,190,610,NA,NA,14352,NA,NA,NA,NA,NA,NA,NA
RICCIACEAE,Riccia,sorocarpa,Riccia sorocarpa,NA,native,NA,Liverwort,Perennial,97,22,60,190,540,NA,NA,14489,NA,NA,NA,NA,NA,NA,NA
RICCIACEAE,Riccia,trichocarpa,Riccia trichocarpa,NA,native,NA,Liverwort,Perennial,97,36,60,75,750,NA,NA,14353,NA,NA,NA,NA,NA,NA,NA
EUPHORBIACEAE,Ricinus,communis,Ricinus communis,Castor bean,non-native invasive,Possible skin irritation from touching the young leaf or seed of this plant.<br>Do not eat the young leaf or seed of this plant.,Shrub,Perennial,105,36,61,-2,1390,1,12,7153,"leaf, seed",leaf,seed,NA,ricin,ricin,NA
ASTERACEAE,Rigiopappus,leptocladus,Rigiopappus leptocladus,Wire weed,native,NA,Annual herb,Annual,95,20,65,55,2260,4,7,7154,NA,NA,NA,NA,NA,NA,NA
FABACEAE,Robinia,pseudoacacia,Robinia pseudoacacia,Black locust,non-native invasive,"Do not eat the stem, seed or leaf of this plant.",Tree,Perennial,96,20,69,0,2100,3,6,7156,NA,NA,NA,NA,NA,NA,NA
PAPAVERACEAE,Romneya,coulteri,Romneya coulteri,Coulter's matilija poppy,rare,NA,Perennial herb (rhizomatous),Perennial,94,32,56,0,2070,3,7,7160,NA,NA,NA,NA,NA,NA,NA
PAPAVERACEAE,Romneya,trichocalyx,Romneya trichocalyx,Hairy matilija poppy,native,NA,Perennial herb,Perennial,92,30,57,0,1960,4,6,7161,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Rorippa,curvisiliqua,Rorippa curvisiliqua,Curvepod yellow cress,native,NA,"Annual, Perennial herb",Annual,96,12,63,0,3250,5,8,7168,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Rorippa,palustris,Rorippa palustris,Bog yellow cress,native,NA,"Annual, Perennial herb",Annual,96,20,61,0,2300,4,6,7171,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Rorippa,palustris,Rorippa palustris ssp. palustris,Bog yellowcress,native,NA,"Annual, Perennial herb",Annual,95,24,59,0,2280,4,6,11988,NA,NA,NA,NA,NA,NA,NA
BRASSICACEAE,Rorippa,sylvestris,Rorippa sylvestris,Creeping yellowcress,non-native,NA,Perennial herb,Perennial,NA,NA,NA,NA,NA,NA,NA,8512,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rosa,californica,Rosa californica,California wild rose,native,NA,Shrub,Perennial,96,22,60,0,2450,5,8,7179,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rosa,gymnocarpa,Rosa gymnocarpa,Baldhip rose,native,NA,Shrub,Perennial,92,20,61,0,2300,5,6,7182,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rosa,gymnocarpa,Rosa gymnocarpa var. gymnocarpa,Wood rose,native,NA,Shrub,Perennial,91,26,57,5,1750,5,6,11989,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Rosmarinus,officinalis,Rosmarinus officinalis,Rosemary,non-native,NA,Shrub,Perennial,91,36,55,0,1820,8,10,8619,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Rosulabryum,canariense,Rosulabryum canariense,NA,native,NA,Moss,Perennial,95,28,58,NA,NA,NA,NA,14151,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Rosulabryum,capillare,Rosulabryum capillare,NA,native,NA,Moss,Perennial,99,34,62,190,800,NA,NA,14152,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Rosulabryum,flaccidum,Rosulabryum flaccidum,NA,native,NA,Moss,Perennial,94,26,59,NA,NA,NA,NA,14155,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Rosulabryum,gemmascens,Rosulabryum gemmascens,NA,native,NA,Moss,Perennial,93,38,56,NA,NA,NA,NA,14156,NA,NA,NA,NA,NA,NA,NA
BRYACEAE,Rosulabryum,torquescens,Rosulabryum torquescens,NA,native,NA,Moss,Perennial,93,38,54,NA,NA,NA,NA,14159,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,armeniacus,Rubus armeniacus,Himalayan blackberry,non-native invasive,NA,Shrub,Perennial,96,20,63,-4,2440,4,8,10319,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,leucodermis,Rubus leucodermis,White bark raspberry,native,NA,Shrub,Perennial,94,18,61,5,2500,5,6,7197,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,parviflorus,Rubus parviflorus,Thimbleberry,native,NA,"Vine, Shrub",Perennial,93,16,62,0,2400,3,5,7200,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,pensilvanicus,Rubus pensilvanicus,Pennsylvania blackberry,non-native,NA,"Vine, Shrub",Perennial,80,42,38,5,2280,4,7,7202,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,ulmifolius,Rubus ulmifolius,Elmleaf blackberry,non-native,NA,"Vine, Shrub",Perennial,87,38,48,0,2100,4,8,9215,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,ulmifolius,Rubus ulmifolius var. anoplothyrsus,Elm leaf bramble,non-native,NA,"Vine, Shrub",Perennial,85,38,46,0,1440,5,7,11997,NA,NA,NA,NA,NA,NA,NA
ROSACEAE,Rubus,ursinus,Rubus ursinus,California blackberry,native,NA,"Vine, Shrub",Perennial,97,26,61,0,2050,2,5,7206,NA,NA,NA,NA,NA,NA,NA
POLYGONACEAE,Rumex,acetosella,Rumex acetosella,Sheep sorrel,non-native invasive,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,93,10,60,0,2800,3,11,7213,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,californicus,Rumex californicus,California dock,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,93,10,64,0,3250,5,9,11058,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,conglomeratus,Rumex conglomeratus,Green dock,non-native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,96,26,59,0,2260,5,8,7214,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,crassus,Rumex crassus,Willow leaved dock,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,81,40,40,0,410,2,7,11059,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,crispus,Rumex crispus,Curly dock,non-native invasive,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,97,16,65,0,2800,1,12,7215,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,dentatus,Rumex dentatus,Toothed dock,non-native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,"Annual, Perennial herb",Annual,95,34,59,0,2150,5,9,7216,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,fueginus,Rumex fueginus,Golden dock,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,"Annual, Perennial herb",Annual,91,22,60,0,3230,5,8,10679,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,hymenosepalus,Rumex hymenosepalus,Wild rhubarb,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,102,30,67,30,1840,1,5,7217,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,kerneri,Rumex kerneri,Kerner's dock,non-native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,95,34,60,0,890,4,6,7218,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,obtusifolius,Rumex obtusifolius,Broadleaf dock,non-native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,94,24,59,0,2190,6,12,7220,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,occidentalis,Rumex occidentalis,Western dock,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,86,18,64,0,1530,5,8,7221,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,persicarioides,Rumex persicarioides,Golden dock,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,"Annual, Perennial herb",Annual,85,20,64,NA,NA,6,8,10681,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,pulcher,Rumex pulcher,Fiddleleaf dock,non-native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,94,34,57,0,1780,5,9,7224,leaf,leaf,NA,NA,oxalate,oxalate,NA
POLYGONACEAE,Rumex,salicifolius,Rumex salicifolius,Willow leaved dock,native,Possible skin irritation from touching the leaf of this plant.<br>Do not eat the leaf of this plant.,Perennial herb,Perennial,96,14,63,0,3100,6,9,7225,leaf,leaf,NA,NA,oxalate,oxalate,NA
FABACEAE,Rupertia,physodes,Rupertia physodes,Common rupertia,native,NA,Perennial herb,Perennial,91,30,58,5,1620,5,7,7236,NA,NA,NA,NA,NA,NA,NA
RUPPIACEAE,Ruppia,cirrhosa,Ruppia cirrhosa,Ditch grass,native,NA,Perennial herb (aquatic),Perennial,95,32,58,0,1860,4,7,7238,NA,NA,NA,NA,NA,NA,NA
RUPPIACEAE,Ruppia,maritima,Ruppia maritima,Ditch grass,native,NA,Perennial herb (aquatic),Perennial,92,24,63,0,2340,4,5,7239,NA,NA,NA,NA,NA,NA,NA
RUTACEAE,Ruta,graveolens,Ruta graveolens,Common rue,non-native,NA,Shrub (stem succulent),Perennial,89,38,51,15,710,NA,NA,7241,NA,NA,NA,NA,NA,NA,NA
POACEAE,Rytidosperma,penicillatum,Rytidosperma penicillatum,Purple awned wallaby grass,non-native invasive,NA,Perennial grass,Perennial,79,40,38,0,750,6,7,10684,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Sabulina,douglasii,Sabulina douglasii,Douglas' Stitchwort,native,NA,Annual herb,Annual,96,20,62,0,2460,3,6,14645,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Sabulina,pusilla,Sabulina pusilla,Annual Sandwort,native,NA,Annual herb,Annual,93,24,60,180,2610,3,8,14650,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Sagina,apetala,Sagina apetala,Dwarf pearlwort,non-native,NA,Annual herb,Annual,96,30,59,0,2200,4,6,7243,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Sagina,decumbens,Sagina decumbens,Trailing pearlwort,native,NA,Annual herb,Annual,96,22,60,0,2520,3,4,10331,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Sagina,decumbens,Sagina decumbens ssp. occidentalis,Western pearlwort,native,NA,Annual herb,Annual,96,22,60,0,2520,3,4,7244,NA,NA,NA,NA,NA,NA,NA
CARYOPHYLLACEAE,Sagina,procumbens,Sagina procumbens,Arctic pearlwort,native,NA,Perennial herb,Perennial,79,40,38,0,1220,NA,NA,7246,NA,NA,NA,NA,NA,NA,NA
ALISMATACEAE,Sagittaria,montevidensis,Sagittaria montevidensis,Giant arrowhead,native,NA,Perennial herb (aquatic),Perennial,95,36,58,0,440,7,8,9409,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salicornia,depressa,Salicornia depressa,Virginia glasswort,native,NA,Annual herb,Annual,88,38,49,0,250,7,9,10333,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salicornia,pacifica,Salicornia pacifica,Pickleweed,native,NA,Perennial herb,Perennial,86,38,48,0,520,7,11,12001,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,alba,Salix alba,White willow,non-native,NA,"Shrub, Tree",Perennial,94,28,58,NA,NA,2,3,7260,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,babylonica,Salix babylonica,Weeping willow,non-native,NA,Tree,Perennial,92,38,55,0,660,2,5,7262,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,breweri,Salix breweri,Serpentine willow,native,NA,Shrub,Perennial,94,32,60,15,1380,3,4,7266,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,exigua,Salix exigua,Narrowleaf willow,native,NA,"Tree, Shrub",Perennial,103,16,71,0,2880,2,3,7270,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,exigua,Salix exigua var. exigua,Narrowleaf willow,native,NA,"Tree, Shrub",Perennial,102,16,69,5,2700,2,3,10685,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,exigua,Salix exigua var. hindsiana,Sandbar willow,native,NA,"Tree, Shrub",Perennial,98,26,64,0,2280,2,3,11063,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,gooddingii,Salix gooddingii,Gooding's willow,native,NA,Tree,Perennial,102,30,66,0,1830,2,3,7272,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,laevigata,Salix laevigata,Polished willow,native,NA,Tree,Perennial,99,18,67,0,2370,2,5,7276,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,lasiandra,Salix lasiandra,Pacific willow,native,NA,Tree,Perennial,96,14,63,0,2320,3,4,11066,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,lasiandra,Salix lasiandra var. lasiandra,Pacific willow,native,NA,Tree,Perennial,94,18,63,0,2320,3,4,11065,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,lasiolepis,Salix lasiolepis,Arroyo willow,native,NA,"Tree, Shrub",Perennial,98,14,68,0,2810,2,5,7277,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,scouleriana,Salix scouleriana,Scouler willow,native,NA,"Tree, Shrub",Perennial,87,14,61,0,2750,2,3,7289,NA,NA,NA,NA,NA,NA,NA
SALICACEAE,Salix,sitchensis,Salix sitchensis,Coulter willow,native,NA,"Tree, Shrub",Perennial,87,32,54,0,1390,3,3,7291,NA,NA,NA,NA,NA,NA,NA
SOLANACEAE,Salpichroa,origanifolia,Salpichroa origanifolia,Lily of the valley vine,non-native invasive,NA,Perennial herb,Perennial,90,42,48,0,1290,7,10,7292,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salsola,australis,Salsola australis,Russian thistle,non-native,NA,Annual herb,Annual,100,30,63,0,2160,3,1,12003,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salsola,damascena,Salsola damascena,Russian thistle,non-native,NA,Shrub,Perennial,95,30,64,NA,NA,6,10,7293,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salsola,gobicola,Salsola gobicola,Barbwire russian thistle,non-native,NA,"Annual, Perennial herb",Annual,96,18,74,1870,2300,7,10,12004,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salsola,paulsenii,Salsola paulsenii,Paulsen's russian thistle,non-native invasive,NA,"Annual, Perennial herb",Annual,112,18,74,-8,2120,7,10,7294,NA,NA,NA,NA,NA,NA,NA
CHENOPODIACEAE,Salsola,tragus,Salsola tragus,Russian thistle,non-native invasive,NA,Annual herb,Annual,107,14,75,0,2820,7,10,7296,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Saltugilia,splendens,Saltugilia splendens,Splendid gilia,native,NA,Annual herb,Annual,94,22,59,0,2530,5,8,11069,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Saltugilia,splendens,Saltugilia splendens ssp. grantii,Grant's gilia,native,NA,Annual herb,Annual,94,28,63,380,2290,5,8,11067,NA,NA,NA,NA,NA,NA,NA
POLEMONIACEAE,Saltugilia,splendens,Saltugilia splendens ssp. splendens,Splendid gilia,native,NA,Annual herb,Annual,90,26,57,0,2530,5,8,11068,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,apiana,Salvia apiana,White sage,native,NA,Shrub,Perennial,103,30,63,0,2310,4,7,7298,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,brandegeei,Salvia brandegeei,Brandegee's sage,rare,NA,Shrub,Perennial,73,48,25,NA,NA,4,5,7299,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,carduacea,Salvia carduacea,Thistle sage,native,NA,Annual herb,Annual,101,30,69,55,1690,3,5,7300,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,columbariae,Salvia columbariae,Chia sage,native,NA,Annual herb,Annual,104,22,68,0,2530,3,6,7302,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,leucantha,Salvia leucantha,Mexican bush sage,non-native,NA,Perennial herb,Perennial,87,42,43,10,500,NA,NA,12857,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,leucophylla,Salvia leucophylla,Purple sage,native,NA,Shrub,Perennial,94,34,59,0,2000,4,7,7310,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,mellifera,Salvia mellifera,Black sage,native,NA,Shrub,Perennial,96,30,63,0,2070,3,7,7311,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,microphylla,Salvia microphylla,Baby sage,non-native,NA,Shrub,Perennial,89,36,53,25,290,NA,NA,8621,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,sonomensis,Salvia sonomensis,Sonoma sage,native,NA,Perennial herb,Perennial,95,28,60,80,1720,3,7,7315,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,spathacea,Salvia spathacea,Hummingbird sage,native,NA,Perennial herb,Perennial,93,32,59,0,1540,2,7,7316,NA,NA,NA,NA,NA,NA,NA
LAMIACEAE,Salvia,Xbernardina,Salvia Xbernardina,NA,native,NA,Perennial herb,Perennial,90,44,47,NA,NA,NA,NA,9217,NA,NA,NA,NA,NA,NA,NA
